qid|a1|Lde|a2|P31|a3|P31_2|a4|P625|a5|P571|a6|P528|a7|P972
QX483|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3589534413827/8.53199164530948|P571|+1923-00-00T00:00:00Z/9.|P528|97|P972|Q53629101
QX484|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3612737842825/8.51714990103038|P571|+1934-00-00T00:00:00Z/9.|P528|201|P972|Q53629101
QX485|Lde|'Rieterpark'|P31|Q1630622|P31|Q53628618|P625|@47.3574999281799/8.53105274749649|P571|+1888-00-00T00:00:00Z/9.|P528|1177|P972|Q53629101
QX486|Lde|'Schulhaus Lavater'|P31|Q1630622|P31|Q53628618|P625|@47.3608058437529/8.53241431487741|P571|+nan-00-00T00:00:00Z/9.|P528|530|P972|Q53629101
QX487|Lde|'Schulhausstrasse'|P31|Q1630622|P31|Q53628296|P625|@47.3606095343615/8.531367116813989|P571|+1928-00-00T00:00:00Z/9.|P528|134|P972|Q53629101
QX488|Lde|'Kindergarten'|P31|Q1630622|P31|Q53628618|P625|@47.3598909578335/8.53102364545503|P571|+nan-00-00T00:00:00Z/9.|P528|532|P972|Q53629101
QX489|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3585077301641/8.49765748878243|P571|+1841-00-00T00:00:00Z/9.|P528|169|P972|Q53629101
QX490|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3604287712394/8.56094284331445|P571|+1905-00-00T00:00:00Z/9.|P528|393|P972|Q53629101
QX491|Lde||P31|Q1630622|P31|Q53628296|P625|@47.357063806658/8.59550357553216|P571|+1891-00-00T00:00:00Z/9.|P528|310|P972|Q53629101
QX492|Lde||P31|Q1630622|P31|Q53628522|P625|@47.3549878167082/8.57451270472427|P571|+1982-00-00T00:00:00Z/9.|P528|6042|P972|Q53629101
QX493|Lde|'oberhalb Burgwies'|P31|Q1630622|P31|Q53628296|P625|@47.3566502043386/8.5747236356512|P571|+1977-00-00T00:00:00Z/9.|P528|1007|P972|Q53629101
QX494|Lde|'Utoquai-Badanstalt'|P31|Q1630622|P31|Q53628296|P625|@47.3616121810612/8.5475327080123|P571|+1901-00-00T00:00:00Z/9.|P528|404|P972|Q53629101
QX495|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3534559939943/8.57629736656134|P571|+1896-00-00T00:00:00Z/9.|P528|385|P972|Q53629101
QX496|Lde|'Hauptbahnhof (Südostseite)'|P31|Q1630622|P31|Q53628296|P625|@47.377233423716/8.5409123338437|P571|+1871-00-00T00:00:00Z/9.|P528|29|P972|Q53629101
QX497|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3571502778208/8.58037512132566|P571|+1978-00-00T00:00:00Z/9.|P528|823|P972|Q53629101
QX498|Lde|'Friedhofeingang'|P31|Q1630622|P31|Q53628296|P625|@47.3556492400019/8.50405874072495|P571|+1974-00-00T00:00:00Z/9.|P528|952|P972|Q53629101
QX499|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3617079487653/8.52633744618865|P571|+1887-00-00T00:00:00Z/9.|P528|102|P972|Q53629101
QX500|Lde|'Tramhaltestelle Rehalp'|P31|Q1630622|P31|Q53628296|P625|@47.3508315398031/8.58339171954516|P571|+1931-00-00T00:00:00Z/9.|P528|403|P972|Q53629101
QX501|Lde|'unterhalb Schützenhaus'|P31|Q1630622|P31|Q53628761|P625|@47.3529365375942/8.58301466411306|P571|+1905-00-00T00:00:00Z/9.|P528|710|P972|Q53629101
QX502|Lde|'Eingang Brauerei Hürlimann'|P31|Q1630622|P31|Q53628296|P625|@47.364111616275/8.52615584571124|P571|+1954-00-00T00:00:00Z/9.|P528|160|P972|Q53629101
QX503|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3511394502358/8.58010626293254|P571|+1911-00-00T00:00:00Z/9.|P528|399|P972|Q53629101
QX504|Lde|'Schulhaus Kartausstrasse'|P31|Q1630622|P31|Q53628618|P625|@47.3563820572873/8.56147843220451|P571|+nan-00-00T00:00:00Z/9.|P528|611|P972|Q53629101
QX505|Lde|'Strandbad Tiefenbrunnen'|P31|Q1630622|P31|Q53628618|P625|@47.3524650548809/8.55716650490445|P571|+1954-00-00T00:00:00Z/9.|P528|699|P972|Q53629101
QX506|Lde|'Strandbad Tiefenbrunnen'|P31|Q1630622|P31|Q53628618|P625|@47.3528826302333/8.55633248205024|P571|+1954-00-00T00:00:00Z/9.|P528|699|P972|Q53629101
QX507|Lde|'Strandbad Tiefenbrunnen'|P31|Q1630622|P31|Q53628618|P625|@47.3524621435453/8.55576600520311|P571|+1954-00-00T00:00:00Z/9.|P528|699|P972|Q53629101
QX508|Lde|'Strandbad Tiefenbrunnen'|P31|Q1630622|P31|Q53628618|P625|@47.3531871764457/8.554821979158369|P571|+1954-00-00T00:00:00Z/9.|P528|699|P972|Q53629101
QX509|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3552255198402/8.56131778806276|P571|+1954-00-00T00:00:00Z/9.|P528|411|P972|Q53629101
QX510|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3549651637507/8.55465902809448|P571|+1905-00-00T00:00:00Z/9.|P528|394|P972|Q53629101
QX511|Lde|'oberhalb Schützenhaus'|P31|Q1630622|P31|Q53628296|P625|@47.3522590768342/8.50712246339633|P571|+1929-00-00T00:00:00Z/9.|P528|195|P972|Q53629101
QX512|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3546060249109/8.55834349306753|P571|+1910-00-00T00:00:00Z/9.|P528|397|P972|Q53629101
QX513|Lde|'Schützenhaus Albisgütli'|P31|Q1630622|P31|Q53628296|P625|@47.3527316829567/8.51029511854112|P571|+1949-00-00T00:00:00Z/9.|P528|176|P972|Q53629101
QX514|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3588725260323/8.54751472744507|P571|+1939-00-00T00:00:00Z/9.|P528|407|P972|Q53629101
QX515|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3589165480475/8.54980740465829|P571|+1869-00-00T00:00:00Z/9.|P528|369|P972|Q53629101
QX516|Lde|'Spielwiese'|P31|Q1630622|P31|Q53628618|P625|@47.3560640391247/8.55436471706804|P571|+nan-00-00T00:00:00Z/9.|P528|619|P972|Q53629101
QX517|Lde|'Elektrowattgebäude'|P31|Q1630622|P31|Q53629707|P625|@47.3576603240463/8.55000547093227|P571|+1995-00-00T00:00:00Z/9.|P528|1182|P972|Q53629101
QX518|Lde||P31|Q1630622|P31|Q53628522|P625|@47.3540081687948/8.55400950952199|P571|+1981-00-00T00:00:00Z/9.|P528|6038|P972|Q53629101
QX519|Lde|'Venedigbrunnen'|P31|Q1630622|P31|Q53628296|P625|@47.3635533844594/8.53222106034093|P571|+1980-00-00T00:00:00Z/9.|P528|1027|P972|Q53629101
QX520|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3696902365355/8.53672534515701|P571|+1974-00-00T00:00:00Z/9.|P528|93|P972|Q53629101
QX521|Lde||P31|Q1630622|P31|Q53628296|P625|@47.362480470975/8.53089489452486|P571|+1926-00-00T00:00:00Z/9.|P528|131|P972|Q53629101
QX522|Lde|'Kugelbrunnen'|P31|Q1630622|P31|Q53628296|P625|@47.3531928145747/8.55186205287457|P571|+1988-00-00T00:00:00Z/9.|P528|1130|P972|Q53629101
QX523|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3635030668447/8.53323402387345|P571|+1967-00-00T00:00:00Z/9.|P528|165|P972|Q53629101
QX524|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3573325904056/8.56812018194783|P571|+1933-00-00T00:00:00Z/9.|P528|405|P972|Q53629101
QX525|Lde|'beim Rastplatz'|P31|Q1630622|P31|Q53629707|P625|@47.3679385375351/8.47578929954737|P571|+nan-00-00T00:00:00Z/9.|P528|796|P972|Q53629101
QX526|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3621925122932/8.53244650976274|P571|+1887-00-00T00:00:00Z/9.|P528|99|P972|Q53629101
QX527|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3541732433832/8.59922430652531|P571|+1987-00-00T00:00:00Z/9.|P528|1126|P972|Q53629101
QX528|Lde||P31|Q1630622|P31|Q53628522|P625|@47.3611786563355/8.53277241327214|P571|+1978-00-00T00:00:00Z/9.|P528|6019|P972|Q53629101
QX529|Lde||P31|Q1630622|P31|Q53628522|P625|@47.3554834022505/8.60066476467678|P571|+1980-00-00T00:00:00Z/9.|P528|6028|P972|Q53629101
QX530|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3518610886665/8.53043684899705|P571|+1906-00-00T00:00:00Z/9.|P528|123|P972|Q53629101
QX531|Lde||P31|Q1630622|P31|Q53630002|P625|@47.3539498220822/8.5638731753794|P571|+nan-00-00T00:00:00Z/9.|P528|837|P972|Q53629101
QX532|Lde||P31|Q1630622|P31|Q53630002|P625|@47.3539058685905/8.5636094446875|P571|+nan-00-00T00:00:00Z/9.|P528|836|P972|Q53629101
QX533|Lde|'Anlage'|P31|Q1630622|P31|Q53628296|P625|@47.3565520657206/8.55546358807158|P571|+1929-00-00T00:00:00Z/9.|P528|402|P972|Q53629101
QX534|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3564478390327/8.52609390518777|P571|+1892-00-00T00:00:00Z/9.|P528|111|P972|Q53629101
QX535|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3543703086761/8.52611369636162|P571|+nan-00-00T00:00:00Z/9.|P528|108|P972|Q53629101
QX536|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3548033009486/8.53288802663837|P571|+1932-00-00T00:00:00Z/9.|P528|139|P972|Q53629101
QX537|Lde|'Friedhofeingang'|P31|Q1630622|P31|Q53628296|P625|@47.3596055408304/8.49997847813992|P571|+1974-00-00T00:00:00Z/9.|P528|953|P972|Q53629101
QX538|Lde|'Belvoirpark'|P31|Q1630622|P31|Q53628618|P625|@47.3563461550509/8.5330246480631|P571|+nan-00-00T00:00:00Z/9.|P528|1112|P972|Q53629101
QX539|Lde|'Belvoirpark'|P31|Q1630622|P31|Q53628618|P625|@47.3561592470537/8.53302150017579|P571|+nan-00-00T00:00:00Z/9.|P528|1112|P972|Q53629101
QX540|Lde|'Belvoirpark'|P31|Q1630622|P31|Q53628618|P625|@47.3558827581169/8.533091211255|P571|+1986-00-00T00:00:00Z/9.|P528|1112|P972|Q53629101
QX541|Lde|'Feldmannbrunnen'|P31|Q1630622|P31|Q53628296|P625|@47.355938462338/8.5494922063373|P571|+1929-00-00T00:00:00Z/9.|P528|401|P972|Q53629101
QX542|Lde|'Wartehalle'|P31|Q1630622|P31|Q53628296|P625|@47.3563267515113/8.53198878745846|P571|+1937-00-00T00:00:00Z/9.|P528|146|P972|Q53629101
QX543|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3492628698578/8.56416931994958|P571|+nan-00-00T00:00:00Z/9.|P528|932|P972|Q53629101
QX544|Lde|'Enzenried 1'|P31|Q1630622|P31|Q53628296|P625|@47.348862620754/8.57286675019786|P571|+1992-00-00T00:00:00Z/9.|P528|368|P972|Q53629101
QX545|Lde|'Kirche'|P31|Q1630622|P31|Q53629707|P625|@47.3431579380254/8.53261257229319|P571|+nan-00-00T00:00:00Z/9.|P528|947|P972|Q53629101
QX546|Lde|'Blondatbrunnen'|P31|Q1630622|P31|Q53628296|P625|@47.3429009366363/8.53324732246631|P571|+1929-00-00T00:00:00Z/9.|P528|135|P972|Q53629101
QX547|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3839394359119/8.55870502569105|P571|+1986-00-00T00:00:00Z/9.|P528|1123|P972|Q53629101
QX548|Lde|'Schutzhütte Annaburg'|P31|Q1630622|P31|Q53628761|P625|@47.3452505679949/8.49792856162511|P571|+1991-00-00T00:00:00Z/9.|P528|1153|P972|Q53629101
QX549|Lde|'unterhalb Annaburg'|P31|Q1630622|P31|Q53628761|P625|@47.3461730434796/8.499378046036309|P571|+nan-00-00T00:00:00Z/9.|P528|719|P972|Q53629101
QX550|Lde|'Feuerstelle ob Saalsporthalle'|P31|Q1630622|P31|Q53628296|P625|@47.3549427128701/8.51836235177216|P571|+1900-00-00T00:00:00Z/9.|P528|179|P972|Q53629101
QX551|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3401627473759/8.53530099262588|P571|+1896-00-00T00:00:00Z/9.|P528|112|P972|Q53629101
QX552|Lde|'Kilchbergstrasse 50'|P31|Q1630622|P31|Q53628618|P625|@47.3392764761207/8.53544379040217|P571|+1953-00-00T00:00:00Z/9.|P528|542|P972|Q53629101
QX553|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3460324109651/8.532159734944|P571|+1900-00-00T00:00:00Z/9.|P528|116|P972|Q53629101
QX554|Lde|'in Anlage'|P31|Q1630622|P31|Q53628296|P625|@47.3451641147602/8.53393771303114|P571|+1943-00-00T00:00:00Z/9.|P528|155|P972|Q53629101
QX555|Lde||P31|Q1630622|P31|Q53628296|P625|@47.349711317544/8.53223811249984|P571|+1926-00-00T00:00:00Z/9.|P528|129|P972|Q53629101
QX556|Lde|'ausserhalb Strandbad'|P31|Q1630622|P31|Q53628296|P625|@47.3489609445488/8.53444979349357|P571|+1935-00-00T00:00:00Z/9.|P528|145|P972|Q53629101
QX557|Lde|'beim  Kinderspielplatz'|P31|Q1630622|P31|Q53628296|P625|@47.3405340736731/8.53264339549688|P571|+1968-00-00T00:00:00Z/9.|P528|166|P972|Q53629101
QX558|Lde|'Kirche Wollishofen'|P31|Q1630622|P31|Q53628296|P625|@47.340897790965/8.53275206555533|P571|+1941-00-00T00:00:00Z/9.|P528|152|P972|Q53629101
QX559|Lde||P31|Q1630622|P31|Q53629707|P625|@47.4034132457644/8.56128055687118|P571|+1981-00-00T00:00:00Z/9.|P528|1042|P972|Q53629101
QX560|Lde|'Bahnunterführung Wollishofen'|P31|Q1630622|P31|Q53628296|P625|@47.3436725859344/8.53519189504957|P571|+1938-00-00T00:00:00Z/9.|P528|149|P972|Q53629101
QX561|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3329898325177/8.53529211665778|P571|+1987-00-00T00:00:00Z/9.|P528|1125|P972|Q53629101
QX562|Lde|'Schiessplatz Albisgüetli'|P31|Q1630622|P31|Q53628618|P625|@47.351494609293/8.51231377525429|P571|+nan-00-00T00:00:00Z/9.|P528|555|P972|Q53629101
QX563|Lde|'Reservoir Frauental'|P31|Q1630622|P31|Q53628618|P625|@47.3552286174648/8.5073771200637|P571|+1976-00-00T00:00:00Z/9.|P528|997|P972|Q53629101
QX564|Lde||P31|Q1630622|P31|Q53628296|P625|@47.339818265253/8.5288835697888|P571|+1991-00-00T00:00:00Z/9.|P528|143|P972|Q53629101
QX565|Lde|'Friesenberg'|P31|Q1630622|P31|Q53628761|P625|@47.3607978607894/8.49439966643807|P571|+1965-00-00T00:00:00Z/9.|P528|1141|P972|Q53629101
QX566|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3974293139745/8.5101170031145|P571|+1934-00-00T00:00:00Z/9.|P528|459|P972|Q53629101
QX567|Lde|'Pumpbrunnen'|P31|Q1630622|P31|Q53628296|P625|@47.3417387017271/8.52927367733558|P571|+1981-00-00T00:00:00Z/9.|P528|1060|P972|Q53629101
QX568|Lde|'Schulhaus Waidhalde, Turnhalle'|P31|Q1630622|P31|Q53628618|P625|@47.3975468922266/8.52502491603595|P571|+nan-00-00T00:00:00Z/9.|P528|639|P972|Q53629101
QX569|Lde|'Ortsmuseum, Haus Sasella'|P31|Q1630622|P31|Q53628618|P625|@47.3381266304818/8.53720828144333|P571|+nan-00-00T00:00:00Z/9.|P528|778|P972|Q53629101
QX570|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3318296661136/8.53543363035114|P571|+1933-00-00T00:00:00Z/9.|P528|142|P972|Q53629101
QX571|Lde|'Gustav Heinrich-Weg'|P31|Q1630622|P31|Q53628296|P625|@47.3374864513607/8.52471476745067|P571|+1964-00-00T00:00:00Z/9.|P528|163|P972|Q53629101
QX572|Lde|'bei Kirchgemeindehaus'|P31|Q1630622|P31|Q53629707|P625|@47.4029351239675/8.57435597555978|P571|+nan-00-00T00:00:00Z/9.|P528|955|P972|Q53629101
QX573|Lde||P31|Q1630622|P31|Q53628522|P625|@47.4079661515348/8.56513792266031|P571|+1997-00-00T00:00:00Z/9.|P528|6077|P972|Q53629101
QX574|Lde|'In der kleinen Anlage'|P31|Q1630622|P31|Q53628296|P625|@47.3414427067956/8.53017858668901|P571|+1962-00-00T00:00:00Z/9.|P528|162|P972|Q53629101
QX575|Lde|'am Waldrand oberhalb Nr. 74'|P31|Q1630622|P31|Q53628296|P625|@47.3363526076397/8.51417383769132|P571|+1947-00-00T00:00:00Z/9.|P528|157|P972|Q53629101
QX576|Lde|'Auf dem Höckler'|P31|Q1630622|P31|Q53628296|P625|@47.3404361057468/8.51288298482401|P571|+1979-00-00T00:00:00Z/9.|P528|720|P972|Q53629101
QX577|Lde|'Schulschwimmanlage Kügeliloo'|P31|Q1630622|P31|Q53628618|P625|@47.4109219398834/8.528642631084299|P571|+1979-00-00T00:00:00Z/9.|P528|1033|P972|Q53629101
QX578|Lde||P31|Q1630622|P31|Q53630002|P625|@47.3342064220283/8.51241367660776|P571|+nan-00-00T00:00:00Z/9.|P528|809|P972|Q53629101
QX579|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3441883410164/8.52978477467076|P571|+1935-00-00T00:00:00Z/9.|P528|144|P972|Q53629101
QX580|Lde||P31|Q1630622|P31|Q53628522|P625|@47.4087169651034/8.55030260510253|P571|+1998-00-00T00:00:00Z/9.|P528|6079|P972|Q53629101
QX581|Lde|'in der kleinen Grünanlage der ABZ'|P31|Q1630622|P31|Q53629707|P625|@47.3350296183957/8.52872013155307|P571|+1954-00-00T00:00:00Z/9.|P528|768|P972|Q53629101
QX582|Lde|'Schulhaus'|P31|Q1630622|P31|Q53628618|P625|@47.3826259304337/8.536816000819421|P571|+1934-00-00T00:00:00Z/9.|P528|581|P972|Q53629101
QX583|Lde|'Trinkbrunnen SWW Moos'|P31|Q1630622|P31|Q53628618|P625|@47.3300794252826/8.53094238687271|P571|+1974-00-00T00:00:00Z/9.|P528|950|P972|Q53629101
QX584|Lde|'Springbrunnen SWW Moos'|P31|Q1630622|P31|Q53628618|P625|@47.3300056390977/8.53046591779204|P571|+1974-00-00T00:00:00Z/9.|P528|950|P972|Q53629101
QX585|Lde|'Schulhaus Entlisberg'|P31|Q1630622|P31|Q53628618|P625|@47.3374343144979/8.52781463489901|P571|+nan-00-00T00:00:00Z/9.|P528|538|P972|Q53629101
QX586|Lde|'Schulhaus Entlisberg'|P31|Q1630622|P31|Q53628618|P625|@47.3378773825373/8.52711569203467|P571|+nan-00-00T00:00:00Z/9.|P528|538|P972|Q53629101
QX587|Lde|'Rationierungsbrunnen'|P31|Q1630622|P31|Q53628296|P625|@47.3948673819632/8.52341244911366|P571|+1919-00-00T00:00:00Z/9.|P528|451|P972|Q53629101
QX588|Lde|'Entlisbergkopf'|P31|Q1630622|P31|Q53628761|P625|@47.3246753125018/8.52311463032664|P571|+1924-00-00T00:00:00Z/9.|P528|729|P972|Q53629101
QX589|Lde||P31|Q1630622|P31|Q53628761|P625|@47.3291670479327/8.5246302206184|P571|+1903-00-00T00:00:00Z/9.|P528|716|P972|Q53629101
QX590|Lde|'Sportplatz Utogrund'|P31|Q1630622|P31|Q53628618|P625|@47.3784290249886/8.49761621874834|P571|+nan-00-00T00:00:00Z/9.|P528|920|P972|Q53629101
QX591|Lde|'Schulhaus Leimbach'|P31|Q1630622|P31|Q53628618|P625|@47.333441502914/8.5166157027329|P571|+nan-00-00T00:00:00Z/9.|P528|531|P972|Q53629101
QX592|Lde|'Schulhaus Loogarten'|P31|Q1630622|P31|Q53628618|P625|@47.3881517622047/8.47329475786274|P571|+1975-00-00T00:00:00Z/9.|P528|990|P972|Q53629101
QX593|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3248989015265/8.51427276892916|P571|+1903-00-00T00:00:00Z/9.|P528|117|P972|Q53629101
QX594|Lde|'Manegg-Promenade'|P31|Q1630622|P31|Q53628296|P625|@47.3287432482929/8.51302194465456|P571|+1930-00-00T00:00:00Z/9.|P528|137|P972|Q53629101
QX595|Lde|'beim Zugang zum Kindergartengebäude'|P31|Q1630622|P31|Q53629707|P625|@47.3300664320444/8.51341173671107|P571|+1949-00-00T00:00:00Z/9.|P528|766|P972|Q53629101
QX596|Lde||P31|Q1630622|P31|Q53628761|P625|@47.4007161178448/8.5683669276395|P571|+nan-00-00T00:00:00Z/9.|P528|721|P972|Q53629101
QX597|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3777475699363/8.56260265578846|P571|+1905-00-00T00:00:00Z/9.|P528|326|P972|Q53629101
QX598|Lde|'Kindergarten'|P31|Q1630622|P31|Q53628618|P625|@47.3761576999702/8.51759935389983|P571|+1991-00-00T00:00:00Z/9.|P528|1155|P972|Q53629101
QX599|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3746513081491/8.55607825427972|P571|+1905-00-00T00:00:00Z/9.|P528|324|P972|Q53629101
QX600|Lde|'Zürichbergstrasse 58'|P31|Q1630622|P31|Q53629707|P625|@47.3751698929513/8.55929132043983|P571|+1986-00-00T00:00:00Z/9.|P528|1122|P972|Q53629101
QX601|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3689261452765/8.58395252773095|P571|+1974-00-00T00:00:00Z/9.|P528|822|P972|Q53629101
QX602|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3650590624705/8.5540238276999|P571|+1919-00-00T00:00:00Z/9.|P528|304|P972|Q53629101
QX603|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3680183466409/8.5515226428811|P571|+1903-00-00T00:00:00Z/9.|P528|318|P972|Q53629101
QX604|Lde|'Schulhaus Untermoos'|P31|Q1630622|P31|Q53628618|P625|@47.38084079459/8.48276832950698|P571|+1955-00-00T00:00:00Z/9.|P528|632|P972|Q53629101
QX605|Lde|'Manessestrasse'|P31|Q1630622|P31|Q53628296|P625|@47.3697053548694/8.52625300237104|P571|+1947-00-00T00:00:00Z/9.|P528|175|P972|Q53629101
QX606|Lde|'Anlage'|P31|Q1630622|P31|Q53628296|P625|@47.3872060067385/8.53980892400861|P571|+1930-00-00T00:00:00Z/9.|P528|289|P972|Q53629101
QX607|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3671901256428/8.50705086948643|P571|+1942-00-00T00:00:00Z/9.|P528|205|P972|Q53629101
QX608|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3626568465142/8.50474906124557|P571|+1929-00-00T00:00:00Z/9.|P528|194|P972|Q53629101
QX609|Lde|'Schulhaus Letzi (Br. bei Sportplatz)'|P31|Q1630622|P31|Q53628618|P625|@47.3717559964718/8.49649192334049|P571|+1957-00-00T00:00:00Z/9.|P528|633|P972|Q53629101
QX610|Lde||P31|Q1630622|P31|Q53628522|P625|@47.3725384434531/8.49394386438886|P571|+1998-00-00T00:00:00Z/9.|P528|6080|P972|Q53629101
QX611|Lde|'Holderbachhütte'|P31|Q1630622|P31|Q53628761|P625|@47.4107042969467/8.50130839634377|P571|+1994-00-00T00:00:00Z/9.|P528|728|P972|Q53629101
QX612|Lde||P31|Q1630622|P31|Q53629707|P625|@47.3679860028781/8.54683273455582|P571|+nan-00-00T00:00:00Z/9.|P528|782|P972|Q53629101
QX613|Lde|'Füsslistrasse'|P31|Q1630622|P31|Q53628296|P625|@47.3729691382155/8.53688992647386|P571|+1974-00-00T00:00:00Z/9.|P528|49|P972|Q53629101
QX614|Lde|'Friedhof Altstetten'|P31|Q1630622|P31|Q53628296|P625|@47.3837982525881/8.47517321407197|P571|+1944-00-00T00:00:00Z/9.|P528|427|P972|Q53629101
QX615|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3502766829388/8.56760909871042|P571|+1870-00-00T00:00:00Z/9.|P528|371|P972|Q53629101
QX616|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3517402734631/8.5595817393011|P571|+1935-00-00T00:00:00Z/9.|P528|406|P972|Q53629101
QX617|Lde||P31|Q1630622|P31|Q53628296|P625|@47.378205177641/8.54492928623383|P571|+1862-00-00T00:00:00Z/9.|P528|24|P972|Q53629101
QX618|Lde||P31|Q1630622|P31|Q53628761|P625|@47.3824895393351/8.57787711076273|P571|+1999-00-00T00:00:00Z/9.|P528|1197|P972|Q53629101
QX619|Lde|'GZ Wollishofen'|P31|Q1630622|P31|Q53628618|P625|@47.3451906963036/8.53594768757019|P571|+1962-00-00T00:00:00Z/9.|P528|545|P972|Q53629101
QX620|Lde|'auf Traminsel'|P31|Q1630622|P31|Q53628296|P625|@47.3847116608951/8.53169315960685|P571|+1930-00-00T00:00:00Z/9.|P528|253|P972|Q53629101
QX621|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3896692184833/8.47815544063905|P571|+1935-00-00T00:00:00Z/9.|P528|421|P972|Q53629101
QX622|Lde|'Radiostudio'|P31|Q1630622|P31|Q53629707|P625|@47.4008897190143/8.5353791982325|P571|+1817-00-00T00:00:00Z/9.|P528|773|P972|Q53629101
QX623|Lde||P31|Q1630622|P31|Q53629707|P625|@47.4145360550349/8.47809406803762|P571|+1998-00-00T00:00:00Z/9.|P528|1195|P972|Q53629101
QX624|Lde||P31|Q1630622|P31|Q53628522|P625|@47.3940193729705/8.53525137112791|P571|+1988-00-00T00:00:00Z/9.|P528|6065|P972|Q53629101
QX625|Lde|'Risweg bei 112'|P31|Q1630622|P31|Q53628296|P625|@47.3238372404968/8.50517202462402|P571|+1998-00-00T00:00:00Z/9.|P528|1194|P972|Q53629101
QX626|Lde||P31|Q1630622|P31|Q53628761|P625|@47.3671989920039/8.59748435367466|P571|+1902-00-00T00:00:00Z/9.|P528|708|P972|Q53629101
QX627|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3757178867797/8.539041498209|P571|+1936-00-00T00:00:00Z/9.|P528|57|P972|Q53629101
QX628|Lde|'Honeggerweg'|P31|Q1630622|P31|Q53628296|P625|@47.3384154672048/8.53226529580759|P571|+1948-00-00T00:00:00Z/9.|P528|158|P972|Q53629101
QX629|Lde|'Höcklerbrücke'|P31|Q1630622|P31|Q53628296|P625|@47.3418612865994/8.51759459925158|P571|+2000-00-00T00:00:00Z/9.|P528|153|P972|Q53629101
QX630|Lde|'Schulhaus Wollishofen'|P31|Q1630622|P31|Q53628618|P625|@47.3424315398347/8.53402109390271|P571|+1957-00-00T00:00:00Z/9.|P528|528|P972|Q53629101
QX631|Lde||P31|Q1630622|P31|Q53628522|P625|@47.4135300055324/8.54126677971295|P571|+2001-00-00T00:00:00Z/9.|P528|6081|P972|Q53629101
QX632|Lde|'Im Park'|P31|Q1630622|P31|Q53629707|P625|@47.3759478400904/8.55166528690887|P571|+nan-00-00T00:00:00Z/9.|P528|1211|P972|Q53629101
QX633|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3941841922201/8.513045680331|P571|+2002-00-00T00:00:00Z/9.|P528|1214|P972|Q53629101
QX634|Lde|'Othmar Schöck-Brunnen'|P31|Q1630622|P31|Q53628296|P625|@47.3466604793273/8.52885024124526|P571|+1969-00-00T00:00:00Z/9.|P528|167|P972|Q53629101
QX635|Lde||P31|Q1630622|P31|Q53628296|P625|@47.3499042171453/8.52778864838218|P571|+1943-00-00T00:00:00Z/9.|P528|154|P972|Q53629101
QX636|Lde|'beim Restaurant'|P31|Q1630622|P31|Q53628296|P625|@47.3673855403185/8.57874970707962|P571|+1887-00-00T00:00:00Z/9.|P528|309|P972|Q53629101
QX637|Lde|'Baumschule GSZ'|P31|Q1630622|P31|Q53630002|P625|@47.3509411573519/8.50568232891634|P571|+nan-00-00T00:00:00Z/9.|P528|697|P972|Q53629101
